ADD_NUM,LF_NAME,ADDRESS,POSTAL_CD,CITY,X,Y,LONGITUDE,LATITUDE,FAC_NAM,STE_FLR_UN,PERFRMANCE,EXHBVISART,SCRN_BASSE,LIBRARY,MULTIPURP,HERITAGE,OWNERSHIP,OBJECTID
539,Bloor St W,539 Bloor St W,M5S 1Y6,Toronto,312035.917,4835916.025,-79.4100842973,43.6651614933,Paupers Pub,,1,1,0,0,0,1,Owned by others,537
58,Cecil St,58 Cecil St,M5T 1N6,Toronto,312963.763,4834951.246,-79.3985944374,43.6564676356,Cecil Street Community Centre,,0,0,0,0,1,1,City Owned,546
859,Bloor St W,859 Bloor St W,M6G 1M4,Toronto,310875.03,4835565.332,-79.4244833506,43.6620148338,Saving Gigi's,,1,1,0,0,0,0,Owned by others,394
155,Crawford St,155 Crawford St,M6J 2V5,Toronto,311611.274,4833836.093,-79.415373907,43.646435278,Trinity Bellwoods Community Recreation Centre,,0,0,0,0,1,1,City Owned,404
1183,Dundas St W,1183 Dundas St W,M6J 1X3,Toronto,311074.886,4834143.418,-79.422022515,43.6492145853,Le Gallery,,0,1,0,0,0,0,Owned by others,415
581,Markham St,581 Markham St,M6G 2L7,Toronto,311900.566,4835758.625,-79.4117648451,43.6637458939,The Victory Caf�,,1,0,0,0,1,0,Owned by others,427
485,Montrose Ave,485 Montrose Ave,M6G 3H2,Toronto,311181.555,4835667.177,-79.4206816052,43.6629289074,Bob Abate Community Recreation Centre,,1,0,0,0,1,0,City Owned,433
44,Ossington Ave,44 Ossington Ave,M6J 2Y7,Toronto,311284.956,4833696.203,-79.4194235903,43.6451874005,Lennox Contemporary,,0,1,0,0,0,0,Owned by others,441
15,Trehorne Dr,15 Trehorne Dr,M9P 1N8,Toronto,302260.323,4838632.881,-79.5313105349,43.6896453445,Scarlett Heights Entrepreneurial Academy,,1,0,0,0,1,0,Owned by others,41
4050,Bloor St W,4050 Bloor St W,M9B 1M5,Toronto,300322.095,4832843.912,-79.5553048364,43.6375294592,Bloorlea Middle School (TDSB),,1,0,0,0,1,0,Owned by others,49
61,Jutland Rd,61 Jutland Rd,M8Z 2G6,Toronto,303234.103,4831783.007,-79.5192102997,43.6279907289,Holy Angels Church & Parish Hall,,1,0,0,0,1,0,Owned by others,56
1536,The Queensway,1536 The Queensway,M8Z 1T5,Toronto,301776.838,4830769.059,-79.5372637707,43.6188598006,Church on the Queensway,,1,0,0,0,1,0,Owned by others,63
52,Mc Caul St,52 Mc Caul St,M5T 1V9,Toronto,313599.01,4834441.877,-79.3907274874,43.6518751252,52 McCaul,,0,1,0,0,1,0,Owned by others,607
28,Fairlawn Ave,28 Fairlawn Ave,M5M 1S7,Toronto,312442.977,4843230.692,-79.4049346542,43.7309978224,Fairlawn Avenue United Church (Fairlawn Neighbourhood Centre),,1,1,0,0,1,0,Owned by others,294
1041,Bloor St W,1041 Bloor St W,M6H 1M4,Toronto,310301.449,4835395.05,-79.4315969215,43.6604865646,St. Anthony's Church,,0,0,0,0,1,0,Owned by others,328
220,Cowan Ave,220 Cowan Ave,M6K 2N6,Toronto,310171.205,4833199.5,-79.4332336687,43.6407247064,Masaryk-Cowan Community Centre,,0,0,0,0,1,0,City Owned,231
120,Trowell Ave,120 Trowell Ave,M6M 1L7,Toronto,307012.231,4838264.54,-79.4723666027,43.686332448,Evelyn Gregory Branch (TPL),,1,0,0,1,0,0,City operated,156
135,Varsity Rd,135 Varsity Rd,M6S 4P4,Toronto,304829.415,4835655.611,-79.499440791,43.6628513418,Warren Park Junior Public School,,0,0,0,0,1,0,Owned by others,219
1123,Weston Rd,1123 Weston Rd,M6N 3S3,Toronto,305733.723,4838298.419,-79.4882246775,43.6866398039,Mount Dennis Branch (TPL),,1,0,0,1,1,0,City Operated,141
85,Ellesmere Rd,85 Ellesmere Rd,M1R 4B9,Toronto,319890.099,4846142.608,-79.3124106259,43.7570957543,Maryvale Branch (TPL),Unit 16,0,0,0,1,1,0,City Operated,1307
1910,Gerrard St E,1910 Gerrard St E,M4L 2C1,Toronto,319936.366,4837633.667,-79.3120747184,43.680503404,The Naval Club,,0,0,0,0,1,0,Owned by others,1214
320,Danforth Ave,320 Danforth Ave,M4K 1N8,Toronto,316616.658,4837296.282,-79.3532562613,43.6775266211,Timothy's Cafe,,1,0,0,0,0,0,Owned by others,1117
793,Gerrard St E,793 Gerrard St E,M4M 1Y5,Toronto,317233.48,4836101.799,-79.3456335069,43.6667648172,Creative Works Studio,,0,1,0,0,0,0,Owned by others,1155
55,Mill St,55 Mill St,M5A 3C4,Toronto,316104.915,4834309.252,-79.359661916,43.65063867,The Stirling Room,Building 36,0,1,0,0,0,1,Owned by others,1056
100,Wellesley St W,100 Wellesley St W,M5S 2Z5,Toronto,313659.63,4835796.581,-79.3899531585,43.6640685041,"Regis College, U of T",,0,0,0,0,1,0,Owned by others,960
525,Bloor St E,525 Bloor St E,M4W 1J1,Toronto,314947.311,4836679.887,-79.3739707776,43.6720028502,St. Simon-the-Apostle Anglican Church,,1,0,0,0,1,1,Owned by others,990
40,College St,40 College St,M5G 2J3,Toronto,314048.032,4835495.99,-79.3851429052,43.6613577145,Police Museum and Discovery Centre,,0,1,0,0,0,0,Owned by others,899
80,Blythwood Rd,80 Blythwood Rd,M4N 1A4,Toronto,312996.821,4841741.187,-79.3980822537,43.7175840878,Blythwood Road Baptist Church,,1,0,0,0,0,0,Owned by others,818
897,Eglinton Ave W,897 Eglinton Ave W,M6C 2C1,Toronto,310650.024,4839834.087,-79.4272276651,43.7004404043,The Judaica Centre,,0,0,0,0,1,0,Owned by others,722
224,Richmond St W,224 Richmond St W,M5V 1V6,Toronto,313789.83,4834220.42,-79.3883656024,43.6498795782,Yuk Yuk's Toronto Standup Comedy Club,,1,0,0,0,0,0,Owned by others,642
401,Richmond St W,401 Richmond St W,M5V 3A8,Toronto,313275.238,4833983.73,-79.3947484327,43.6477554326,Women's Art Resource Centre/WARC Gallery,Suite 122,1,1,0,0,0,1,Owned by others,661
209,Harbord St,209 Harbord St,M5S 1H6,Toronto,312099.499,4835510.83,-79.409298141,43.661505125,Communication Art Gallery,,0,1,0,0,0,0,Owned by others,580
263,Adelaide St W,263 Adelaide St W,M5H 1Y2,Toronto,313700.22,4833993.951,-79.3894801565,43.6478422738,Loft 404,Loft 404,0,1,0,0,0,1,Owned by others,495
33,Gerrard St E,33 Gerrard St E,,Toronto,314456.257,4835278.053,-79.3800856351,43.6593908351,Delta Chelsea Hotel,,0,0,0,0,1,0,Owned by others,914
1,Gloucester St,1 Gloucester St,M4Y 1L8,Toronto,314059.282,4836056.244,-79.3849938147,43.6664007816,Arabesque Academy,Suite 107,1,0,0,0,0,0,Owned by others,919
22,Hazelton Ave,22 Hazelton Ave,M5R 2E2,Toronto,313362.56,4836625.067,-79.393620509,43.671521019,Mira Godard Gallery,,0,1,0,0,0,0,Owned by others,925
56,Queen St E,56 Queen St E,M5C 2Z3,Toronto,314733.161,4834664.297,-79.3766634818,43.6538629013,Metropolitan United Church,,1,0,0,0,0,0,Owned by others,935
1859,Kingston Rd,1859 Kingston Rd,M1N 1T3,Toronto,324227.848,4839300.024,-79.2587886605,43.695403262,Harrison Estates Park,,1,0,0,0,0,0,City Owned,1294
1880-1890,Eglinton Ave E,1880-1890 Eglinton Ave E,M1L 2L1,Toronto,320939.282,4842638.012,-79.2994863159,43.7255274874,Music for Life Conservatory,,1,0,0,0,0,0,Owned by others,1305
1967,Ellesmere Rd,1967 Ellesmere Rd,M1H 2W5,Toronto,326108.065,4848208.646,-79.2351110821,43.775540371,Scarborough Centennial Community Centre,,0,0,0,0,1,0,City Owned,1322
3840,Finch Ave E,3840 Finch Ave E,M1T 3T4,Toronto,320769.687,4850980.512,-79.3013451741,43.8006236994,Metropolitan Centre,,0,0,0,0,1,0,Owned by others,1332
296,Broadview Ave,296 Broadview Ave,M4M 2G7,Toronto,316698.915,4835777.386,-79.3522694406,43.6638533107,Broadview Faith Temple,,1,0,0,0,1,0,Owned by others,1184
138,Hamilton St,138 Hamilton St,M4M 2E1,Toronto,316673.208,4835607.987,-79.3525919438,43.6623288492,Energy Efficiency Office,,0,0,0,0,1,0,City Owned,1194
2723,St Clair Ave E,2723 St Clair Ave E,M4B 1M8,Toronto,320090.607,4840439.087,-79.3100825357,43.7057521385,St. Columba and All Hallows,,0,0,0,0,1,0,Owned by others,1208
101,Kippendavie Ave,101 Kippendavie Ave,M4L 3R3,Toronto,320692.918,4836298.818,-79.302730524,43.6684728304,Kew Beach Junior Public School,,0,0,0,0,1,0,Owned by others,1220
2161,Queen St E,2161 Queen St E,M4L 1J1,Toronto,321033.853,4836479.48,-79.2984973126,43.670091459,Beaches Branch (TPL),,0,0,0,1,1,1,City Operated,1236
20,Victoria St,20 Victoria St,M5C 2N8,Toronto,314691.262,4834233.748,-79.377190602,43.649987991,Metropolitan Restaurant,,1,1,0,0,0,1,Owned by others,1100
1,Yonge St,1 Yonge St,M5E 1Y5,Toronto,314942.57,4833427.562,-79.3740908119,43.6427278815,Toronto Star,,0,0,1,0,0,0,Owned by others,1107
310,Danforth Ave,310 Danforth Ave,M4K 1N6,Toronto,316578.529,4837299.827,-79.3537290358,43.677559136,Eastminster United Church,,1,0,0,0,1,0,Owned by others,1116
71,Gough Ave,71 Gough Ave,M4K 3N9,Toronto,317194.457,4837505.71,-79.3460855421,43.6794024558,Holy Name Parish Church,,1,0,0,0,1,0,Owned by others,1126
705,Pape Ave,705 Pape Ave,M4K 3S6,Toronto,317316.825,4837429.753,-79.3445695343,43.6787167245,The Workshop Gallery,,0,1,0,0,0,0,Owned by others,1134
131,Danforth Ave,131 Danforth Ave,M4K 1N2,Toronto,316268.027,4837157.066,-79.357579708,43.676270357,Celtic Dance Centre,,1,0,0,0,1,0,Owned by others,1146
725,Logan Ave,725 Logan Ave,,Toronto,317039.966,4836970.933,-79.348010438,43.674582637,Withrow Park,,1,0,0,0,1,0,City Owned,1162
875,Queen St E,875 Queen St E,M4M 1J2,Toronto,317440.804,4835365.966,-79.3430799845,43.6601379082,St. Matthew's Cathedral,,1,0,0,0,0,0,Owned by others,1172
33,Harbour Sq,33 Harbour Sq,M5J 2G2,Toronto,314708.284,4833199.879,-79.376999027,43.6406816253,Phoenix Arts Group / Handwork Studio,,0,1,0,0,0,0,Owned by others,1025
130,King St W,130 King St W,M5X 2A2,Toronto,314183.109,4834030.924,-79.3834936628,43.6481689372,"The Exchange Tower (Jennart, ArtProject)",,0,1,0,0,0,0,Owned by others,1039
55,Mill St,55 Mill St,M5A 3C4,Toronto,316104.915,4834309.252,-79.359661916,43.65063867,Gibsone Jessop Gallery,Building 4,0,1,0,0,0,1,Owned by others,1048
349,Ontario St,349 Ontario St,M5A 2V8,Toronto,315359.9,4835405.965,-79.3688792892,43.6605302069,Central Neighbourhood House,,1,1,0,0,1,0,Owned by others,1058
315,Queen St E,315 Queen St E,M5A 1S7,Toronto,315593.187,4834801.95,-79.3659987715,43.6550899884,Berkeley Church,,0,1,0,0,1,1,Owned by others,1069
495,Sherbourne St,495 Sherbourne St,M4X 1K7,Toronto,314906.756,4836213.491,-79.3744826313,43.667805439,Wellesley Community Centre,,1,0,0,0,1,0,City Owned,1086
50,Tank House Lane,50 Tank House Lane,M5A 3C4,Toronto,316282.608,4834333.138,-79.357458674,43.650850928,"Young Centre for the Performing Arts (Marilyn and Charles Baillie Theatre, Soulpepper)",,1,0,0,0,0,0,Owned by others,1094
10,Trinity Sq,10 Trinity Sq,M5G 1B1,Toronto,314355.927,4834772.083,-79.3813386246,43.6548378041,Church of the Holy Trinity,,1,0,0,0,0,0,Owned by others,951
1158,Queen St E,1158 Queen St E,,Toronto,318197.182,4835651.153,-79.3336946389,43.6626916735,Leslie Grove Park,,1,0,0,0,1,0,City Owned,1191
952,Queen St W,952 Queen St W,M6J 1G8,Toronto,311467.237,4833671.089,-79.417164496,43.6449598495,Museum of Contemporary Canadian Art (MOCCA),,0,1,0,0,0,0,Owned by others,468
444,Dufferin St,444 Dufferin St,M6K 2A3,Toronto,310443.485,4833648.586,-79.4298542593,43.6447652039,Akin Collective,,0,1,0,0,1,0,Owned by others,341
1389,Dundas St W,1389 Dundas St W,M6J 1Y4,Toronto,310562.922,4834163.196,-79.4283683571,43.649396475,The Department,,0,1,0,0,0,0,Owned by others,345
1589,Dupont St,1589 Dupont St,M6P 3S5,Toronto,308507.424,4835899.029,-79.453836876,43.6650338615,Perth / Dupont Branch (TPL),,0,0,0,1,1,0,City Operated,352
252,Lansdowne Ave,252 Lansdowne Ave,M6H 3X9,Toronto,309598.734,4834356.583,-79.4403188713,43.6511437228,Acacias Rubras Lounge,,1,0,0,0,0,0,Owned by others,356
69,Long Branch Ave,69 Long Branch Ave,M8W 3J5,Toronto,302088.59,4827967.359,-79.5333878357,43.5936421216,St. Agnes (Long  Branch),,1,0,0,0,0,0,Owned by others,78
80,Park Lawn Rd,80 Park Lawn Rd,M8Y 3H8,Toronto,306006.428,4831394.932,-79.4848568253,43.6244984473,Ukrainian Academy of Dance,,1,0,0,0,0,0,Owned by others,83
146,Thirtieth St,146 Thirtieth St,M8W 3C4,Toronto,302142.751,4828795.284,-79.5327206889,43.601094825,Dale M Reid Photography Studio,Studio 23,0,1,0,0,0,0,Owned by others,87
1290,Finch Ave W,1290 Finch Ave W,M3J 3K3,Toronto,305627.663,4847040.816,-79.4895291855,43.7653331575,Upfront Studio Theatre,Unit 17,1,0,0,0,0,0,Owned by others,100
33,Carlson Crt,33 Carlson Crt,M9W 6H5,Toronto,298033.271,4838685.127,-79.5837467991,43.6900906779,Crowne Plaza Hotel,,0,0,0,0,1,0,Owned by others,13
850,Humberwood Blvd,850 Humberwood Blvd,M9W 7A6,Toronto,295182.675,4842999.595,-79.6191851904,43.7288944493,Humberwood Library & Community Centre,,1,0,0,1,1,0,City Owned,17
555,Rexdale Blvd,555 Rexdale Blvd,M9W 7G3,Toronto,296270.947,4840789.166,-79.6056416244,43.7090112564,Woodbine Racetrack,,0,1,0,0,1,0,Owned by others,21
1,Vulcan St,1 Vulcan St,M9W 1L3,Toronto,298535.328,4840326.934,-79.5775380236,43.70487299,Microskills,,1,0,0,0,0,0,Owned by others,25
1550,Queen St W,1550 Queen St W,M6R 1A6,Toronto,309634.072,4833133.772,-79.4398917203,43.6401364958,FIXT Point Studio,,1,0,0,0,1,0,Owned by others,258
125,Chatsworth Dr,125 Chatsworth Dr,M4R 1S1,Toronto,312000.34,4842256.284,-79.410442321,43.7222312985,Lawrence Park Collegiate Institute,,1,0,0,0,1,0,Owned by others,288
1369,St Clair Ave W,1369 St Clair Ave W,M6E 1C5,Toronto,308703.214,4837044.02,-79.4513998634,43.6753393763,J.J. Piccininni Community Recreation Centre,,0,0,0,0,1,0,City Owned,321
2928,Dundas St W,2928 Dundas St W,M6P 1Y8,Toronto,307429.837,4835966.347,-79.4671972097,43.6656441819,ARTiculations: Earl Selkirk Gallery,,0,1,0,0,0,0,Owned by others,179
146,Glendonwynne Rd,146 Glendonwynne Rd,M6P 3J7,Toronto,306846.811,4834952.798,-79.4744306485,43.656522344,Ursula Franklin Academy,,1,0,0,0,1,0,Owned by others,193
356,Windermere Ave,356 Windermere Ave,M6S 3L3,Toronto,306363.591,4834095.402,-79.4804241524,43.6488057193,Windermere United Church,,1,0,0,0,1,0,Owned by others,207
130,Lloyd Manor Rd,130 Lloyd Manor Rd,M9B 5K1,Toronto,300416.39,4836242.908,-79.5541647425,43.6681249879,John G. Althouse CS,,0,1,0,0,1,0,City Operated,27
500,The East Mall,500 The East Mall,M9B 2C4,Toronto,299795.728,4834188.531,-79.5618416936,43.6496296764,Burnhamthorpe Auditorium (Etobicoke Musical Theatre Productions),,1,0,0,0,0,0,Owned by others,33
189,Yonge St,189 Yonge St,M5B 1M4,Toronto,314528.372,4834575.37,-79.3792038148,43.653065074,Elgin & Winter Garden Theatre Centre,,1,0,0,0,1,0,Owned by others,962
234,Bay St,234 Bay St,,Toronto,314425.657,4834029.58,-79.3804869189,43.6481536686,Design Exchange (DX),,0,1,0,0,1,1,Owned by others,981
6,Case Goods Lane,6 Case Goods Lane,M5A 3C4,Toronto,316156.013,4834233.638,-79.359030121,43.649957175,Pikto,,0,1,0,0,0,0,Owned by others,994
20,Fifth St,20 Fifth St,M5J 2B9,Toronto,316396.402,4832256.151,-79.3560958275,43.6321620148,Shadowland Theatre,Ward's Island,1,0,0,0,1,0,Owned by others,1004
67,Front St E,67 Front St E,M5E 1B5,Toronto,314998.29,4834058.153,-79.3733880169,43.6484032484,C'est What,,1,0,0,0,0,1,Owned by others,1010
227,Front St E,227 Front St E,M5A 1E8,Toronto,315642.158,4834321.061,-79.3654014184,43.6507605837,Canadian Opera Company,,1,0,0,0,1,1,Owned by others,1017
76,Overlea Blvd,76 Overlea Blvd,M4H 1C5,Toronto,317589.12,4840744.633,-79.3411135538,43.7085498007, St. Clement of Orhid - Macedonian Orthodox Cathedral,,1,0,0,0,1,0,Owned by others,869
82,Bond St,82 Bond St,M5B 1X2,Toronto,314588.162,4834866.98,-79.3784576257,43.6556891392,Mackenzie House & Recreated Print Shop,,0,1,0,0,0,1,City Owned,886
101,College St,101 College St,M5G 0A3,Toronto,313754.252,4835322.922,-79.3887881668,43.6598036617,MaRs Discovery District Auditorium,,0,0,0,0,1,0,Owned by others,900
10,Dundas St E,10 Dundas St E,M5B 2G9,Toronto,314407.856,4834978.263,-79.3806913717,43.6566929463,AMC Dundas 24,,0,0,1,0,0,0,Owned by others,911
80,Gould St,80 Gould St,M5B 2M7,Toronto,314693.191,4835177.745,-79.3771497677,43.6584850865,Rogers Communication Centre,Room 204,0,0,1,0,0,0,Owned by others,921
449,Jarvis St,449 Jarvis St,M4Y 2G8,Toronto,314686.318,4835849.505,-79.3772226542,43.6645319247,The Blake House,,0,0,0,0,1,0,Owned by others,933
432,Sheppard Ave E,432 Sheppard Ave E,M2N 3B7,Toronto,313537.967,4847180.343,-79.391278529,43.766538366,St. Elizabeth of Hungary R.C. Church,,1,0,0,0,1,0,Owned by others,788
233,Cummer Ave,233 Cummer Ave,M2M 2E8,Toronto,312364.206,4849669.929,-79.4058224451,43.7889599934,Sisterhood of St. John The Divine,,1,0,0,0,1,0,Owned by others,801
2180,Bayview Ave,2180 Bayview Ave,M4N 3K7,Toronto,314411.714,4842572.744,-79.3805076681,43.7250525725,Lawrence Park Community Church,,1,0,0,0,0,0,Owned by others,811
28,Fairlawn Ave,28 Fairlawn Ave,M5M 1S7,Toronto,312442.977,4843230.692,-79.4049346542,43.7309978224,"The Fairlawn Neighbourhood Centre
",,1,1,0,0,1,0,Owned by others,820
2180,Bayview Ave,2180 Bayview Ave,M4N 3K7,Toronto,314411.714,4842572.744,-79.3805076681,43.7250525725,Lawrence Park Community Church,,1,0,0,0,1,0,Owned by others,830
76,Bennington Heights Dr,76 Bennington Heights Dr,M4G 1B1,Toronto,315299.554,4839112.214,-79.3695558663,43.6938910519,Bennington Heights Elementary School,,0,0,0,0,1,0,Owned by others,837
48,Thorncliffe Park Dr,48 Thorncliffe Park Dr,M4H 1J7,Toronto,317459.226,4840122.93,-79.342736826,43.702947408,Thorncliffe Branch (TPL),,0,0,0,1,0,0,City operated,848
88,Laird Dr,88 Laird Dr,M4G 3V1,Toronto,315910.787,4840424.215,-79.3619459461,43.7056925503,Musica,,1,0,0,0,0,0,Owned by others,857
1700,Bathurst St,1700 Bathurst St,M5P 3K3,Toronto,310876.417,4839283.338,-79.4244248003,43.6954812961,Beth Tzedec Congregation,,0,0,0,0,1,0,Owned by others,711
707,Eglinton Ave W,707 Eglinton Ave W,M5N 1C8,Toronto,311131.96,4839969.673,-79.4212468381,43.7016568012,Creative Vocalisation Studio,Suite 208,1,0,0,0,0,0,Owned by others,721
1,Austin Ter,1 Austin Ter,M5R 1X8,Toronto,312079.36,4837355.916,-79.4095269982,43.6781217528,Casa Loma,,1,1,0,0,1,1,City Owned,741
200,Lonsdale Rd,200 Lonsdale Rd,M4V 1W6,Toronto,312568.056,4838831.251,-79.4034455316,43.6913962363,"Laidlaw Hall,  Upper Canada College",,1,0,0,0,0,0,Owned by others,754
566,Mount Pleasant Rd,566 Mount Pleasant Rd,M4S 2M6,Toronto,313785.028,4840138.721,-79.3883271995,43.7031509933,Pleasant Pottery,,1,0,0,0,0,0,Owned by others,760
2026,Yonge St,2026 Yonge St,M4S 1Z9,Toronto,313043.055,4839920.211,-79.3975361692,43.7011927969,Mysteriously Yours Dinner Theatre,,1,0,0,0,0,0,Owned by others,771
627,Queen St W,627 Queen St W,M5V 2B7,Toronto,312606.564,4833927.041,-79.4030381,43.6472527286,SIX20SEVEN (Norman Felix Gallery),,0,1,0,0,0,1,Owned by others,628
470,Queens Quay W,470 Queens Quay W,M5V 3K4,Toronto,313369.137,4832876.606,-79.3936021892,43.6377892374,The Walter Carsen Centre for The National Ballet of  Canada,,0,1,1,0,0,0,Owned by others,636
401,Richmond St W,401 Richmond St W,M5V 3A8,Toronto,313275.238,4833983.73,-79.3947484327,43.6477554326,A Space Gallery,Suite 110,0,1,0,0,0,1,Owned by others,647
401,Richmond St W,401 Richmond St W,M5V 3A8,Toronto,313275.238,4833983.73,-79.3947484327,43.6477554326,Open Studio Gallery,Suite 104,0,1,0,0,0,1,Owned by others,654
401,Richmond St W,401 Richmond St W,M5V 3A8,Toronto,313275.238,4833983.73,-79.3947484327,43.6477554326,Vtape Video Gallery,Suite 452,0,0,1,0,0,1,Owned by others,660
477,Richmond St W,477 Richmond St W,M5V 3E7,Toronto,312999.981,4833944.287,-79.3981611899,43.6474037104,The Richmond,Unit 104,1,1,0,0,0,0,Owned by others,665
80,Spadina Ave,80 Spadina Ave,M5V 2J4,Toronto,313205.054,4833794.977,-79.3956214316,43.646057357,I.M.A. Gallery (Ryerson Student Gallery),Suite 305,0,1,0,0,0,1,Owned by others,671
129,Spadina Ave,129 Spadina Ave,M5V 2L3,Toronto,313220.042,4833955.016,-79.3954330965,43.6474976266,Cinecycle,,0,0,1,0,0,0,Owned by others,678
16,Spadina Rd,16 Spadina Rd,M5R 2S7,Toronto,312441.748,4836249.415,-79.4050475128,43.6681583563,Native Canadian Centre of Toronto,,1,0,0,0,1,1,Owned by others,688
2178,Bloor St W,2178 Bloor St W,M6S 1M8,Toronto,306888.812,4834440.443,-79.4739122073,43.6519103166,Runnymede Branch (TPL),,0,1,0,1,0,0,City Owned,172
293,South Kingsway,293 South Kingsway,M6S 3V4,Toronto,306044.402,4833997.581,-79.4843807746,43.6479256949,Farmers Memorial Baptist Church,,1,0,0,0,1,0,Owned by others,222
1155,King St W,1155 King St W,M6K 1E9,Toronto,310977.961,4833011.302,-79.4232365197,43.6390248366,Allan Lamport Stadium,,1,0,0,0,1,0,City owned,240
1340,Queen St W,1340 Queen St W,M6K 1L4,Toronto,310275.137,4833314.249,-79.431944397,43.6417568889,The workroom,,0,1,0,0,0,0,Owned by others,255
205,Wilmington Ave,205 Wilmington Ave,M3H 6B3,Toronto,308347.336,4846600.234,-79.4557530974,43.7613593735,Irving W Chapley CC,,0,0,0,0,1,0,City Owned,131
1871,Weston Rd,1871 Weston Rd,M9N 1V9,Toronto,303553.976,4839788.472,-79.5152660801,43.7000507191,Weston Park Baptist,,1,0,0,0,1,0,Owned by others,146
2872,Dundas St W,2872 Dundas St W,M6P 1Y8,Toronto,307587.792,4835964.912,-79.4652386715,43.6656306777,Celtes Pub,,1,0,0,0,0,0,Owned by others,178
2333-2347,Victoria Park Ave,2333-2347 Victoria Park Ave,M1R 1W6,Toronto,319439.821,4847054.6,-79.3179778008,43.765313751,Church of St. Andrews,,1,0,0,0,0,0,Owned by others,1345
3880,Midland Ave,3880 Midland Ave,M1V 5K4,Toronto,321244.091,4853161.188,-79.2953831744,43.8202416436,Tsung Tsin Association of Ontario,,0,0,0,0,1,0,Owned by others,1360
123,Guildwood Pkwy,123 Guildwood Pkwy,M1E 4V2,Toronto,328996.403,4845031.21,-79.1993737354,43.7468515948,Guildwood Branch (TPL),,0,0,0,1,0,0,City Operated,1375
62,Orchard Park Dr,62 Orchard Park Dr,M1E 3T7,Toronto,330576.597,4848074.438,-79.1796077889,43.7741912287,West Hill United Church,,1,0,0,0,1,0,Owned by others,1394
25,Mendelssohn St,25 Mendelssohn St,M1L 0G6,Toronto,322472.682,4841462.455,-79.2804918897,43.7149115374,Warden Hilltop Community Centre,,1,1,0,0,1,0,City Owned,1279
3017,Kingston Rd,3017 Kingston Rd,M1M 1P1,Toronto,326474.451,4842626.318,-79.2307833466,43.7252817791,Cliffcrest Branch (TPL),,0,0,0,1,0,0,City operated,1295
929,Kennedy Rd,929 Kennedy Rd,,Toronto,323225.952,4844508.55,-79.2710399098,43.7423118378,Jack Goodlad Community Centre,,0,0,0,0,1,0,City Owned,1310
940,Progress Ave,940 Progress Ave,M1G 3T5,Toronto,326267.695,4849152.069,-79.2330905249,43.784027819,Centennial College Residences & Conference Centre,,0,0,0,0,1,0,Owned by others,1325
1156,Queen St E,1156 Queen St E,M4M 1L2,Toronto,318192.616,4835648.17,-79.3337513295,43.6626649052,Tango Palace Coffee Company,,0,1,0,0,0,0,Owned by others,1178
30,Bridgman Ave,30 Bridgman Ave,M5R 1X3,Toronto,311810.705,4836999.096,-79.4128632527,43.6749125374,Tarragon Theatre,,1,0,0,0,1,0,Owned by others,714
175,Wynford Dr,175 Wynford Dr,,Toronto,318680.502,4842572.78,-79.327520835,43.724976937,Toronto Don Valley Hotel & Suites,,0,1,0,0,1,0,Owned by others,718
446,Spadina Ave,446 Spadina Ave,M5T 2G8,Toronto,312833.46,4835023.035,-79.4002088104,43.6571153021,Art Interiors,Suite 203,1,0,0,0,0,0,Owned by others,729
814,St Clair Ave W,814 St Clair Ave W,M6C 1B6,Toronto,310386.111,4837669.354,-79.43052297,43.6809574888,Galleria 814,,0,1,0,0,0,0,Owned by others,736
76,Wychwood Ave,76 Wychwood Ave,M6G 2X7,Toronto,310998.636,4837551.188,-79.4229276989,43.6798890915,Artscape Wychwood Barns (Theatre Direct),,1,1,0,0,1,1,City Owned,740
89,Church Ave,89 Church Ave,M2N 6C9,Toronto,312147.226,4848080.188,-79.4085403591,43.7746530846,Mitchell Field Community Centre,,1,0,0,0,1,0,City Owned,777
131,Finch Ave W,131 Finch Ave W,M2N 2H8,Toronto,310697.773,4848339.767,-79.426539276,43.776993653,Edithvale Community Centre,,1,1,0,0,1,0,City Owned,780
80,Queen's Park,80 Queen's Park,M5S 2C5,Toronto,313373.443,4836065.059,-79.3934973687,43.6664885851,"Edward Johnson Building, University of Toronto (MacMillan Theatre, Philsopher's Stage, Walter Hall)",,1,0,0,0,0,0,Owned by others,631
627,Queens Quay W,627 Queens Quay W,M5V 3G3,Toronto,313033.279,4832612.309,-79.3977689218,43.6354141018,Harbourfront Community Centre,,0,0,0,0,1,0,City Owned,638
401,Richmond St W,401 Richmond St W,M5V 3A8,Toronto,313275.238,4833983.73,-79.3947484327,43.6477554326,BirdLand Theatre,Suite 366,1,0,0,0,0,1,Owned by others,649
401,Richmond St W,401 Richmond St W,M5V 3A8,Toronto,313275.238,4833983.73,-79.3947484327,43.6477554326,Gallery 44,Suite 120,1,1,0,0,0,1,Owned by others,653
401,Richmond St W,401 Richmond St W,M5V 3A8,Toronto,313275.238,4833983.73,-79.3947484327,43.6477554326,SAVAC (South Asian Visual Arts Centre),Suite 450,0,1,0,0,0,1,Owned by others,657
170,St George St,170 St George St,M5R 2M8,Toronto,312823.311,4836202.799,-79.4003166796,43.6677347613,Jackman Humanities Institute,,1,0,0,0,1,1,Owned by others,695
270,Wellington St W,270 Wellington St W,M5V 3P5,Toronto,313555.812,4833678.943,-79.3912754425,43.6450087556,Wellington Street Art Gallery,,0,1,0,0,0,0,Owned by others,699
